Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,RealProfit
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,28.272,2,0.2,6.3612,6
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Storage,259.136,4,0.2,-51.8272,-52
Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,10.8,5,0,5.184,5
Standard Class,Consumer,United States,Allen,Texas,75002,Central,Furniture,Tables,244.006,2,0.3,-31.3722,-31
Standard Class,Consumer,United States,Allen,Texas,75002,Central,Office Supplies,Paper,15.936,4,0.2,5.3784,5
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,188.552,7,0.3,-2.6936,-3
Second Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,22.58,2,0,5.8708,6
Second Class,Consumer,United States,Mount Pleasant,South Carolina,29464,South,Furniture,Chairs,545.94,6,0,87.3504,87
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,20.736,4,0.2,7.2576,7
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,43.296,2,0.2,4.3296,4
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,123.136,4,0.2,13.8528,14
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,11.264,4,0.2,3.8016,4
Second Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Storage,53.424,3,0.2,4.6746,5
Second Class,Consumer,United States,Springfield,Oregon,97477,West,Furniture,Tables,275.49,1,0.5,-170.8038,-171
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,24.96,4,0,6.24,6
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,19.36,2,0,9.2928,9
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,1267.65,9,0,152.118,152
Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,12.99,1,0,0.7794,1
Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,18.56,4,0.2,6.496,6
Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Storage,449.15,5,0,8.983,9
Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,31.248,7,0.2,10.9368,11
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Appliances,61.44,3,0,16.5888,17
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,895.92,4,0,421.0824,421
Second Class,Consumer,United States,Stockton,California,95207,West,Office Supplies,Binders,55.36,4,0.2,18.684,19
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Storage,55.92,5,0.2,6.291,6
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Envelopes,24.896,4,0.2,8.4024,8
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,3.984,1,0.2,0.6474,1
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,95.968,4,0.2,28.7904,29
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Machines,206.991,3,0.7,-172.4925,-172
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Appliances,44.416,2,0.2,3.8864,4
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,9.006,2,0.7,-7.2048,-7
Standard Class,Home Office,United States,Sterling Heights,Michigan,48310,Central,Office Supplies,Binders,19,5,0,8.93,9
Standard Class,Home Office,United States,Rochester,New York,14609,East,Office Supplies,Binders,33.376,4,0.2,10.43,10
First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Appliances,207.48,1,0,62.244,62
Standard Class,Home Office,United States,Eau Claire,Wisconsin,54703,Central,Office Supplies,Binders,91.68,3,0,45.84,46
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,904.9,5,0,253.372,253
Standard Class,Consumer,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Binders,34.272,3,0.2,11.1384,11
First Class,Consumer,United States,Murray,Kentucky,42071,South,Furniture,Furnishings,191.82,3,0,74.8098,75
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Appliances,243.88,5,0.2,27.4365,27
Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,12.03,5,0.7,-9.223,-9
Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Technology,Machines,2549.985,5,0.7,-3399.98,-3400
Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,21.594,2,0.7,-15.8356,-16
Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,8.964,6,0.7,-6.5736,-7
Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Paper,20.736,4,0.2,7.2576,7
Standard Class,Home Office,United States,New York City,New York,10035,East,Furniture,Tables,344.22,2,0.4,-103.266,-103
Standard Class,Home Office,United States,Pharr,Texas,78577,Central,Office Supplies,Storage,727.296,8,0.2,-172.7328,-173
Standard Class,Home Office,United States,Pharr,Texas,78577,Central,Furniture,Furnishings,22.608,3,0.6,-10.1736,-10
Standard Class,Home Office,United States,Pharr,Texas,78577,Central,Technology,Accessories,666.4,7,0.2,-33.32,-33
Standard Class,Consumer,United States,West Jordan,Utah,84084,West,Office Supplies,Fasteners,5.04,3,0,0.2016,0
Standard Class,Consumer,United States,West Jordan,Utah,84084,West,Office Supplies,Paper,92.94,3,0,41.823,42
Standard Class,Consumer,United States,West Jordan,Utah,84084,West,Furniture,Furnishings,66.69,3,0,22.0077,22
Standard Class,Consumer,United States,West Jordan,Utah,84084,West,Office Supplies,Binders,91.68,5,0.2,28.65,29
Standard Class,Consumer,United States,Brownsville,Texas,78521,Central,Furniture,Bookcases,327.7328,2,0.32,-14.4588,-14
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,52.272,11,0.2,17.6418,18
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,17.94,3,0,8.073,8
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,254.352,3,0.2,0,0
Same Day,Corporate,United States,Billings,Montana,59102,West,Office Supplies,Binders,8.288,2,0.2,2.6936,3
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Furniture,Chairs,504.9,5,0,80.784,81
Standard Class,Corporate,United States,Gresham,Oregon,97030,West,Technology,Phones,403.168,4,0.2,25.198,25
Standard Class,Corporate,United States,Lincoln Park,Michigan,48146,Central,Furniture,Bookcases,194.32,4,0,31.0912,31
Standard Class,Corporate,United States,Lincoln Park,Michigan,48146,Central,Office Supplies,Art,25.99,1,0,7.5371,8
Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Furniture,Chairs,195.136,4,0.2,-12.196,-12
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,20.736,4,0.2,7.2576,7
Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Technology,Accessories,53.7,6,0,10.203,10
Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Office Supplies,Binders,36.26,7,0,16.6796,17
Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Office Supplies,Art,56.3,2,0,15.764,16
Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Office Supplies,Paper,32.4,5,0,15.552,16
Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Furniture,Furnishings,29.16,2,0,10.7892,11
Standard Class,Corporate,United States,Pasadena,California,91104,West,Furniture,Tables,171.288,3,0.2,-6.4233,-6
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Furniture,Furnishings,16.72,5,0.2,3.344,3
Same Day,Home Office,United States,Long Beach,California,90805,West,Office Supplies,Paper,12.96,2,0,6.2208,6
Same Day,Home Office,United States,Long Beach,California,90805,West,Office Supplies,Envelopes,22.18,2,0,10.8682,11
Same Day,Home Office,United States,Long Beach,California,90805,West,Furniture,Chairs,2054.272,8,0.2,256.784,257
Second Class,Consumer,United States,Troy,Ohio,45373,East,Technology,Phones,1022.97,5,0.4,-255.7425,-256
Second Class,Home Office,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Art,13.9,5,0,3.614,4
Second Class,Home Office,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,26.38,1,0,12.1348,12
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,43.176,7,0.2,13.4925,13
First Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Tables,411.8,2,0,70.006,70
First Class,Home Office,United States,Columbus,Georgia,31907,South,Technology,Accessories,360,4,0,129.6,130
Standard Class,Home Office,United States,Meridian,Idaho,83642,West,Furniture,Furnishings,41.96,2,0,2.9372,3
Standard Class,Home Office,United States,Meridian,Idaho,83642,West,Office Supplies,Appliances,227.84,4,0,66.0736,66
Standard Class,Home Office,United States,Meridian,Idaho,83642,West,Office Supplies,Paper,37.94,2,0,18.2112,18
Second Class,Home Office,United States,Detroit,Michigan,48227,Central,Technology,Phones,517.9,2,0,134.654,135
Second Class,Home Office,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,5.28,2,0,2.4288,2
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Copiers,2799.96,5,0.2,874.9875,875
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,8.96,2,0,4.3008,4
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Labels,31.5,10,0,15.12,15
Second Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,30.56,2,0,10.3904,10
Second Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Tables,24.368,2,0.2,-3.3506,-3
Standard Class,Corporate,United States,Newark,Ohio,43055,East,Technology,Accessories,119.976,3,0.2,22.4955,22
Standard Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,26.88,8,0.2,9.744,10
First Class,Corporate,United States,Newark,Delaware,19711,East,Technology,Phones,83.97,3,0,23.5116,24
First Class,Corporate,United States,Newark,Delaware,19711,East,Technology,Accessories,104.97,3,0,7.3479,7
Second Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Storage,90.8,8,0,25.424,25
Second Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Technology,Phones,140.736,8,0.2,49.2576,49
Second Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Technology,Accessories,214.95,5,0,88.1295,88
Second Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Paper,45.36,7,0,21.7728,22
Second Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Paper,288.24,6,0,138.3552,138
Same Day,Home Office,United States,Toledo,Ohio,43615,East,Office Supplies,Appliances,663.936,4,0.2,82.992,83
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Storage,2934.33,7,0,792.2691,792
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Furnishings,124.41,3,0,14.9292,15
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Art,57.75,5,0,26.565,27
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Storage,114.46,2,0,28.615,29
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Bookcases,120.666,2,0.15,18.4548,18
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,342.864,3,0.2,38.5722,39
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Furniture,Furnishings,16.74,5,0.6,-14.229,-14
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Furniture,Chairs,981.372,2,0.3,-140.196,-140
Standard Class,Home Office,United States,San Diego,California,92037,West,Office Supplies,Art,31.84,8,0,10.5072,11
First Class,Home Office,United States,Apple Valley,California,92307,West,Office Supplies,Paper,12.96,2,0,6.2208,6
First Class,Home Office,United States,Apple Valley,California,92307,West,Technology,Phones,43.176,3,0.2,15.1116,15
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,58.34,2,0,28.0032,28
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Technology,Phones,539.97,3,0,134.9925,135
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,3.928,1,0.2,1.3257,1
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,252.784,4,0.8,-417.0936,-417
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Accessories,127.984,2,0.2,15.998,16
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Furnishings,3.984,2,0.6,-2.6892,-3
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,12.992,2,0.8,-32.48,-32
Second Class,Home Office,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,61,5,0,25.62,26
Second Class,Home Office,United States,Henderson,Kentucky,42420,South,Technology,Phones,671.93,7,0,188.1404,188
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Binders,447.86,7,0,219.4514,219
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Phones,479.95,5,0,129.5865,130
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,166.44,3,0,79.8912,80
Same Day,Consumer,United States,Bolingbrook,Illinois,60440,Central,Office Supplies,Supplies,31.68,4,0.2,2.772,3
Same Day,Consumer,United States,Bolingbrook,Illinois,60440,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,4
Same Day,Consumer,United States,Bolingbrook,Illinois,60440,Central,Office Supplies,Fasteners,12.032,8,0.2,2.256,2
Same Day,Consumer,United States,Bolingbrook,Illinois,60440,Central,Office Supplies,Appliances,5.768,2,0.8,-13.5548,-14
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Labels,33.12,4,0.2,11.592,12
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Furniture,Bookcases,220.2656,4,0.32,-42.1096,-42
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,10.776,3,0.2,3.5022,4
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Bookcases,242.352,3,0.2,9.0882,9
Second Class,Corporate,United States,Providence,Rhode Island,2908,East,Office Supplies,Supplies,695.16,6,0,34.758,35
Second Class,Corporate,United States,Providence,Rhode Island,2908,East,Furniture,Bookcases,220.98,1,0,50.8254,51
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,12.957,7,0.7,-9.5018,-10
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,25.68,6,0,11.556,12
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Labels,15.712,4,0.2,5.6956,6
Standard Class,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Storage,298.464,6,0.2,26.1156,26
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,21.93,3,0,10.0878,10
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,242.94,3,0,4.8588,5
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,7.64,1,0,3.7436,4
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,51.84,8,0,25.4016,25
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,265.17,1,0,47.7306,48
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Machines,837.6,3,0.2,62.82,63
